物种代码,物种中文名,科学学名,观测地名称,观测时间,纬度,经度,数量,省份代码,检查表ID
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"马銮中心(地铁站), 厦门市 CN-福建省 (24.5460,117.9877)",2025-01-12 13:10,24.546018,117.987692,2,CN-35,S208982702
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,大湖池--水上公路东平台 (Lake Dahuchi--Water-Drive Viewing Platform East),2025-01-12 14:26,29.1064227,115.9628623,7,CN-36,S208970057
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,大湖池--水上公路东平台 (Lake Dahuchi--Water-Drive Viewing Platform East),2025-01-12 14:26,29.1064227,115.9628623,50,CN-36,S208970057
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,大湖池--水上公路东平台 (Lake Dahuchi--Water-Drive Viewing Platform East),2025-01-12 14:26,29.1064227,115.9628623,26,CN-36,S208970057
gragoo,灰雁 (Graylag Goose),Anser anser,沉湖 (Chen Lake),2025-01-12 14:30,30.3077087,113.8482552,0,CN-42,S209593172
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,沉湖 (Chen Lake),2025-01-12 14:30,30.3077087,113.8482552,0,CN-42,S209593172
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,沉湖 (Chen Lake),2025-01-12 14:30,30.3077087,113.8482552,0,CN-42,S209593172
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,沉湖 (Chen Lake),2025-01-12 14:30,30.3077087,113.8482552,0,CN-42,S209593172
gragoo,灰雁 (Graylag Goose),Anser anser,盐城湿地珍禽国家级自然保护区 (Yancheng Wetland NNR),2025-01-12 15:34,33.603891,120.5134201,1,CN-32,S208954484
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"新洋港线, Yancheng, Jiangsu, 0 (33.61, 120.463)",2025-01-12 15:42,33.6103204,120.4630854,2,CN-32,S208954685
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,清阳港鱼塘 (Qingyanggang Fish Ponds),2025-01-12 16:00,33.5634254,120.5536683,7,CN-32,S208960030
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,马场 (Ma Chang),2025-01-13 07:16,40.3798824,115.8416955,120,CN-11,S209126044
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,府河湿地 (Fu River Wetlands),2025-01-13 08:30,30.7524508,114.1576218,2,CN-42,S209592296
gragoo,灰雁 (Graylag Goose),Anser anser,府河湿地 (Fu River Wetlands),2025-01-13 08:30,30.7524508,114.1576218,300,CN-42,S209592296
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,府河湿地 (Fu River Wetlands),2025-01-13 08:30,30.7524508,114.1576218,10,CN-42,S209592296
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,府河湿地 (Fu River Wetlands),2025-01-13 08:30,30.7524508,114.1576218,20,CN-42,S209592296
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,府河湿地 (Fu River Wetlands),2025-01-13 08:30,30.7524508,114.1576218,100,CN-42,S209592296
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,白鹤洲 (Baihezhou),2025-01-13 09:28,28.8402384,116.4561555,7,CN-36,S209121925
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,牛圈滩北侧传奇打野点,2025-01-13 12:30,37.4933694,105.2894727,70,CN-64,S209152707
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,白鹤洲 (Baihezhou),2025-01-13 15:07,28.8402384,116.4561555,6,CN-36,S209126532
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,涨渡湖 (Zhangdu Lake),2025-01-13 15:20,30.6693048,114.7253365,20,CN-42,S209588382
gragoo,灰雁 (Graylag Goose),Anser anser,沙湖山 (Shahushan),2025-01-13 15:21,29.1815657,115.9143325,2,CN-36,S209121209
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,沙湖山 (Shahushan),2025-01-13 15:21,29.1815657,115.9143325,30,CN-36,S209121209
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,沙湖山 (Shahushan),2025-01-13 15:21,29.1815657,115.9143325,15,CN-36,S209121209
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,芦水湾景区 (Lushuiwan Scenic Area),2025-01-14 10:00,38.959866,100.4131293,1,CN-62,S291183715
gragoo,灰雁 (Graylag Goose),Anser anser,吴城 (Wu Cheng),2025-01-14 11:48,29.1863012,116.0184929,1,CN-36,S316269297
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,吴城 (Wu Cheng),2025-01-14 11:48,29.1863012,116.0184929,1,CN-36,S316269297
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,吴城 (Wu Cheng),2025-01-14 11:48,29.1863012,116.0184929,1,CN-36,S316269297
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,吴城 (Wu Cheng),2025-01-14 11:48,29.1863012,116.0184929,1,CN-36,S316269297
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,吴城 (Wu Cheng),2025-01-14 11:48,29.1863012,116.0184929,1,CN-36,S316269297
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,龙感湖,2025-01-14 12:07,29.930536,116.10699,0,CN-34,S209237636
gragoo,灰雁 (Graylag Goose),Anser anser,龙感湖,2025-01-14 12:07,29.930536,116.10699,0,CN-34,S209237636
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,龙感湖,2025-01-14 12:07,29.930536,116.10699,0,CN-34,S209237636
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,龙感湖,2025-01-14 12:07,29.930536,116.10699,0,CN-34,S209237636
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,龙感湖,2025-01-14 12:07,29.930536,116.10699,0,CN-34,S209237636
gragoo,灰雁 (Graylag Goose),Anser anser,府河湿地 (Fu River Wetlands),2025-01-14 14:00,30.7524508,114.1576218,500,CN-42,S209255252
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,府河湿地 (Fu River Wetlands),2025-01-14 14:00,30.7524508,114.1576218,20,CN-42,S209255252
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,府河湿地 (Fu River Wetlands),2025-01-14 14:00,30.7524508,114.1576218,1,CN-42,S209255252
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,府河湿地 (Fu River Wetlands),2025-01-14 14:00,30.7524508,114.1576218,100,CN-42,S209255252
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,府河湿地 (Fu River Wetlands),2025-01-14 14:00,30.7524508,114.1576218,20,CN-42,S209255252
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,闽江口 (Minjiang River Estuary),2025-01-14 15:02,26.0316104,119.6326017,4,CN-35,S209261438
gragoo,灰雁 (Graylag Goose),Anser anser,新城区大青山太伟运动休闲度假区,2025-01-14 16:00,40.948056,111.82848,0,CN-15,S293057163
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,康山大堤 (Kangshan Embankment),2025-01-15 07:00,28.9125817,116.4835388,200,CN-36,S209850320
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,太白湖,2025-01-15 08:27,29.964639,115.818634,0,CN-42,S209348835
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,衡水湖 (Hengshui Lake),2025-01-15 09:43,37.625271,115.637751,3,CN-13,S209450989
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,五星农场 (Five-Star Farm),2025-01-15 10:46,28.7574714,116.3154888,25,CN-36,S209370622
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,五星农场 (Five-Star Farm),2025-01-15 10:46,28.7574714,116.3154888,200,CN-36,S209370622
gragoo,灰雁 (Graylag Goose),Anser anser,芳溪湖,2025-01-15 15:13,28.545285,116.036049,2,CN-36,S209346109
gragoo,灰雁 (Graylag Goose),Anser anser,十八联圩湿地 (Shiba Lianwei Wetlands),2025-01-16 13:00,31.7224669,117.4031178,100,CN-34,S209463033
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,十八联圩湿地 (Shiba Lianwei Wetlands),2025-01-16 13:00,31.7224669,117.4031178,7,CN-34,S209463033
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,朱市湖 (Zhushi Lake),2025-01-16 15:20,29.17558,115.978221,30,CN-36,S274239153
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,白鹤洲 (Baihezhou),2025-01-16 15:54,28.8402384,116.4561555,2,CN-36,S209474569
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,白鹤洲 (Baihezhou),2025-01-16 15:54,28.8402384,116.4561555,100,CN-36,S209474569
gragoo,灰雁 (Graylag Goose),Anser anser,大湖池--水上公路东平台 (Lake Dahuchi--Water-Drive Viewing Platform East),2025-01-16 17:00,29.1064227,115.9628623,3,CN-36,S212959104
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,大湖池--水上公路东平台 (Lake Dahuchi--Water-Drive Viewing Platform East),2025-01-16 17:00,29.1064227,115.9628623,2,CN-36,S212959104
gragoo,灰雁 (Graylag Goose),Anser anser,石臼湖 [安徽] (Shijiu Lake [Anhui]),2025-01-17 10:00,31.5040035,118.8386108,5,CN-34,S209590773
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,石臼湖 [安徽] (Shijiu Lake [Anhui]),2025-01-17 10:00,31.5040035,118.8386108,30,CN-34,S209590773
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,府河湿地 (Fu River Wetlands),2025-01-17 14:00,30.7524508,114.1576218,1,CN-42,S210451121
gragoo,灰雁 (Graylag Goose),Anser anser,南矶观鸟平台 (Nanji Birding Platform),2025-01-17 14:48,28.9250397,116.3130943,1,CN-36,S209666128
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南矶观鸟平台 (Nanji Birding Platform),2025-01-17 14:48,28.9250397,116.3130943,1,CN-36,S209666128
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,南矶观鸟平台 (Nanji Birding Platform),2025-01-17 14:48,28.9250397,116.3130943,1,CN-36,S209666128
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,南矶观鸟平台 (Nanji Birding Platform),2025-01-17 14:48,28.9250397,116.3130943,1,CN-36,S209666128
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,南矶观鸟平台 (Nanji Birding Platform),2025-01-17 14:48,28.9250397,116.3130943,3,CN-36,S209666128
gragoo,灰雁 (Graylag Goose),Anser anser,柏泉府河湿地,2025-01-17 15:40,30.752974,114.148891,0,CN-42,S209573239
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,柏泉府河湿地,2025-01-17 15:40,30.752974,114.148891,0,CN-42,S209573239
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,柏泉府河湿地,2025-01-17 15:40,30.752974,114.148891,0,CN-42,S209573239
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,柏泉府河湿地,2025-01-17 15:40,30.752974,114.148891,0,CN-42,S209573239
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,条子泥--中段 (Tiaozini Tidal Flats--Central Section),2025-01-17 15:45,32.75,120.96,15,CN-32,S309748935
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,马銮湾--中心地铁站周边 (Maluan Bay--Central Metro Station),2025-01-18 07:00,24.5478339,117.9951499,2,CN-35,S209671836
gragoo,灰雁 (Graylag Goose),Anser anser,汉南五湖 (Hannan Wuhu),2025-01-18 08:00,30.2078828,113.8201042,1,CN-42,S209730085
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,汉南五湖 (Hannan Wuhu),2025-01-18 08:00,30.2078828,113.8201042,1,CN-42,S209730085
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,汉南五湖 (Hannan Wuhu),2025-01-18 08:00,30.2078828,113.8201042,1,CN-42,S209730085
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,盐城湿地珍禽国家级自然保护区 (Yancheng Wetland NNR),2025-01-18 09:00,33.603891,120.5134201,0,CN-32,S256489512
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,盐城湿地珍禽国家级自然保护区 (Yancheng Wetland NNR),2025-01-18 09:00,33.603891,120.5134201,0,CN-32,S256489512
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,龙潭中湖公园 (Longtan Central Lake Park),2025-01-18 09:50,39.8770039,116.433215,1,CN-11,S209680615
gragoo,灰雁 (Graylag Goose),Anser anser,十八联圩湿地 (Shiba Lianwei Wetlands),2025-01-18 11:30,31.7224669,117.4031178,30,CN-34,S209737328
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,十八联圩湿地 (Shiba Lianwei Wetlands),2025-01-18 11:30,31.7224669,117.4031178,30,CN-34,S209737328
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"关塘村, 海南藏族自治州 CN-青海省 35.98347, 100.84121",2025-01-18 13:30,35.983467,100.84121,1,CN-63,S209704020
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,厦门马銮湾湿地,2025-01-18 14:00,24.5528902,117.9789088,1,CN-35,S251581447
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,盐城湿地珍禽国家级自然保护区 (Yancheng Wetland NNR),2025-01-18 14:39,33.603891,120.5134201,20,CN-32,S209881019
gragoo,灰雁 (Graylag Goose),Anser anser,白鹤洲 (Baihezhou),2025-01-18 17:00,28.8402384,116.4561555,4,CN-36,S215200823
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,白鹤洲 (Baihezhou),2025-01-18 17:00,28.8402384,116.4561555,700,CN-36,S215200823
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,白鹤洲 (Baihezhou),2025-01-18 17:00,28.8402384,116.4561555,600,CN-36,S215200823
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,白鹤洲 (Baihezhou),2025-01-18 17:00,28.8402384,116.4561555,1250,CN-36,S215200823
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,白鹤洲 (Baihezhou),2025-01-18 17:00,28.8402384,116.4561555,350,CN-36,S215200823
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,北鄱阳湖湿地公园 (North Poyang Lake Wetland Park),2025-01-19 08:00,29.2487544,116.1963906,1,CN-36,S215200821
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,玉渊潭公园 (Yuyuantan Park),2025-01-19 10:30,39.9169675,116.3173091,2,CN-11,S209838933
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,复州河入海口,2025-01-19 10:55,39.5961198,121.5381789,2,CN-21,S209835587
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,复州河入海口,2025-01-19 10:55,39.5961198,121.5381789,0,CN-21,S209835587
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,复州河入海口,2025-01-19 10:55,39.5961198,121.5381789,0,CN-21,S209835587
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,条子泥--北段 (Tiaozini Tidal Flats--North Section),2025-01-19 11:18,32.8521309,120.9678737,1,CN-32,S209899614
gragoo,灰雁 (Graylag Goose),Anser anser,条子泥--北段 (Tiaozini Tidal Flats--North Section),2025-01-19 11:19,32.8521309,120.9678737,5,CN-32,S209850487
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,条子泥--北段 (Tiaozini Tidal Flats--North Section),2025-01-19 11:19,32.8521309,120.9678737,5,CN-32,S209850487
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,条子泥--北段 (Tiaozini Tidal Flats--North Section),2025-01-19 11:19,32.8521309,120.9678737,5,CN-32,S209850487
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,条子泥--北段 (Tiaozini Tidal Flats--North Section),2025-01-19 11:19,32.8521309,120.9678737,20,CN-32,S209850487
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,府河湿地 (Fu River Wetlands),2025-01-19 15:04,30.7524508,114.1576218,0,CN-42,S212261214
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,府河湿地 (Fu River Wetlands),2025-01-19 15:04,30.7524508,114.1576218,0,CN-42,S212261214
gragoo,灰雁 (Graylag Goose),Anser anser,沉湖 (Chen Lake),2025-01-19 15:48,30.3077087,113.8482552,50,CN-42,S209859872
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,沉湖 (Chen Lake),2025-01-19 15:48,30.3077087,113.8482552,4,CN-42,S209859872
gragoo,灰雁 (Graylag Goose),Anser anser,大湖池--水上公路东平台 (Lake Dahuchi--Water-Drive Viewing Platform East),2025-01-19 16:48,29.1064227,115.9628623,100,CN-36,S210113909
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,大湖池--水上公路东平台 (Lake Dahuchi--Water-Drive Viewing Platform East),2025-01-19 16:48,29.1064227,115.9628623,500,CN-36,S210113909
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,大湖池--水上公路东平台 (Lake Dahuchi--Water-Drive Viewing Platform East),2025-01-19 16:48,29.1064227,115.9628623,500,CN-36,S210113909
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,大湖池--水上公路东平台 (Lake Dahuchi--Water-Drive Viewing Platform East),2025-01-19 16:48,29.1064227,115.9628623,30,CN-36,S210113909
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,大湖池--水上公路东平台 (Lake Dahuchi--Water-Drive Viewing Platform East),2025-01-19 16:48,29.1064227,115.9628623,500,CN-36,S210113909
gragoo,灰雁 (Graylag Goose),Anser anser,潮白河向阳闸桥段 (Chaobai River at Xiangyang Sluice),2025-01-20 09:55,40.1692407,116.6815777,1,CN-11,S209999144
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,升金湖 (Shengjin Lake),2025-01-20 12:00,30.3755681,117.1052885,1,CN-34,S210749236
gragoo,灰雁 (Graylag Goose),Anser anser,升金湖 (Shengjin Lake),2025-01-20 12:00,30.3755681,117.1052885,100,CN-34,S210749236
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,升金湖 (Shengjin Lake),2025-01-20 12:00,30.3755681,117.1052885,20,CN-34,S210749236
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,升金湖 (Shengjin Lake),2025-01-20 12:00,30.3755681,117.1052885,20,CN-34,S210749236
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,升金湖 (Shengjin Lake),2025-01-20 12:00,30.3755681,117.1052885,100,CN-34,S210749236
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园 (Olympic Forest Park),2025-01-20 14:20,40.0225917,116.3919748,2,CN-11,S305248938
gragoo,灰雁 (Graylag Goose),Anser anser,大湖池--南堤 (Lake Dahuchi--South Shore),2025-01-20 15:03,29.079971,115.946998,5,CN-36,S210007067
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,大湖池--南堤 (Lake Dahuchi--South Shore),2025-01-20 15:03,29.079971,115.946998,1,CN-36,S210007067
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,大湖池--南堤 (Lake Dahuchi--South Shore),2025-01-20 15:03,29.079971,115.946998,100,CN-36,S210007067
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,盐城湿地珍禽国家级自然保护区 (Yancheng Wetland NNR),2025-01-20 15:55,33.603891,120.5134201,600,CN-32,S210045578
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,东古湖观鸟中心 (East Guhu Wetlands),2025-01-20 16:00,28.8853929,112.9327837,5,CN-43,S210023695
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,大湖池--水上公路东平台 (Lake Dahuchi--Water-Drive Viewing Platform East),2025-01-20 16:16,29.1064227,115.9628623,30,CN-36,S210023014
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,大湖池--水上公路东平台 (Lake Dahuchi--Water-Drive Viewing Platform East),2025-01-20 16:16,29.1064227,115.9628623,50,CN-36,S210023014
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,闽江口 (Minjiang River Estuary),2025-01-21 07:00,26.0316104,119.6326017,20,CN-35,S213356942
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,孟津黄河湿地西霞院段 (Mengjin Yellow River Wetlands--Xixiayuan Section),2025-01-21 08:00,34.8804111,112.5422744,19,CN-41,S210114012
gragoo,灰雁 (Graylag Goose),Anser anser,"福州京东方光电科技有限公司生活区(2号门), 福州市 CN-福建省 25.75661, 119.36427",2025-01-21 08:45,25.756613,119.364266,2,CN-35,S210111726
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,盐城湿地珍禽国家级自然保护区 (Yancheng Wetland NNR),2025-01-21 09:06,33.603891,120.5134201,11,CN-32,S210136101
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,盐城湿地珍禽国家级自然保护区 (Yancheng Wetland NNR),2025-01-21 09:06,33.603891,120.5134201,25,CN-32,S210136101
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,盐城湿地珍禽国家级自然保护区 (Yancheng Wetland NNR),2025-01-21 09:06,33.603891,120.5134201,400,CN-32,S210136101
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,张掖国家湿地公园 (Zhangye National Wetland Park),2025-01-21 10:10,38.9777453,100.453818,1,CN-62,S291183714
gragoo,灰雁 (Graylag Goose),Anser anser,升金湖 (Shengjin Lake),2025-01-21 11:50,30.3755681,117.1052885,50,CN-34,S210751093
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,升金湖 (Shengjin Lake),2025-01-21 11:50,30.3755681,117.1052885,150,CN-34,S210751093
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,升金湖 (Shengjin Lake),2025-01-21 11:50,30.3755681,117.1052885,50,CN-34,S210751093
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,孟津黄河湿地西霞院段 (Mengjin Yellow River Wetlands--Xixiayuan Section),2025-01-21 14:00,34.8804111,112.5422744,1,CN-41,S294289238
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,孟津黄河湿地西霞院段 (Mengjin Yellow River Wetlands--Xixiayuan Section),2025-01-21 14:00,34.8804111,112.5422744,1,CN-41,S294289238
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,白鹤洲 (Baihezhou),2025-01-21 14:00,28.8402384,116.4561555,50,CN-36,S210258762
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园--奥海西侧 (Olympic Forest Park South--Aohai West),2025-01-21 14:30,40.0152176,116.3882601,2,CN-11,S283195272
gragoo,灰雁 (Graylag Goose),Anser anser,大湖池--水上公路东平台 (Lake Dahuchi--Water-Drive Viewing Platform East),2025-01-21 15:52,29.1064227,115.9628623,1,CN-36,S210209486
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,大湖池--水上公路东平台 (Lake Dahuchi--Water-Drive Viewing Platform East),2025-01-21 15:52,29.1064227,115.9628623,20,CN-36,S210209486
